conversion_id,user_id,conversion_timestamp,conversion_type,order_id,revenue,product_category,customer_type
CNV0003331,USR0016035,2025-01-12 04:21:58,signup,ORD807509,609.14,Electronics,New
CNV0003332,USR0006767,2025-02-08 14:21:59,purchase,ORD314406,680.45,SaaS Subscription,Returning
CNV0003333,USR0013816,2025-09-03 13:10:40,subscription,ORD604287,124.78,Fashion,New
CNV0003334,USR0002974,2025-05-07 02:42:41,purchase,ORD651569,686.06,SaaS Subscription,New
CNV0003335,USR0006712,2025-08-21 11:31:59,purchase,ORD485332,1681.37,Electronics,New
CNV0003336,USR0001633,2025-09-30 07:52:42,lead,ORD305267,608.17,Electronics,Returning
CNV0003337,USR0013842,2025-11-03 23:36:13,subscription,ORD644210,780.87,Electronics,New
CNV0003338,USR0006039,2025-08-28 06:42:28,signup,ORD512160,92.27,Fashion,New
CNV0003339,USR0016399,2025-09-20 00:00:05,purchase,ORD547010,979.14,SaaS Subscription,New
CNV0003340,USR0013044,2025-06-09 12:13:08,signup,ORD502341,850.25,Education,New
CNV0003341,USR0012478,2025-01-29 17:59:48,purchase,ORD571659,686.8,Home Goods,New
CNV0003342,USR0004931,2025-09-11 23:27:56,subscription,ORD207463,435.66,Fashion,Returning
CNV0003343,USR0002602,2025-07-14 02:08:47,purchase,ORD131370,983.02,SaaS Subscription,New
CNV0003344,USR0005141,2025-03-11 01:22:21,purchase,ORD513733,260.3,Fashion,New
CNV0003345,USR0005815,2025-10-26 03:01:26,purchase,ORD433196,1211.28,Electronics,Returning
CNV0003346,USR0008585,2025-03-15 13:29:43,purchase,ORD253030,992.61,SaaS Subscription,New
CNV0003347,USR0013729,2025-04-22 12:23:07,purchase,ORD889684,21.25,Fashion,New
CNV0003348,USR0001479,2025-11-17 18:35:10,purchase,ORD886000,618.47,SaaS Subscription,New
CNV0003349,USR0006502,2025-06-10 07:41:24,signup,ORD539153,796.39,Electronics,Returning
CNV0003350,USR0009946,2025-10-26 17:10:17,subscription,ORD813685,69.22,Fashion,New
CNV0003351,USR0001835,2025-06-17 14:03:35,purchase,ORD833889,127.41,SaaS Subscription,New
CNV0003352,USR0006926,2025-07-24 10:25:09,demo_request,ORD340348,633.65,Education,New
CNV0003353,USR0003849,2025-10-24 09:29:44,demo_request,ORD152044,385.25,Fashion,Returning
CNV0003354,USR0002205,2025-08-04 21:58:12,purchase,ORD520055,586.25,SaaS Subscription,New
CNV0003355,USR0009504,2025-09-10 13:04:45,subscription,ORD297638,408.64,SaaS Subscription,New
CNV0003356,USR0002704,2025-05-13 01:32:00,purchase,ORD754135,233.51,Fashion,Returning
CNV0003357,USR0002583,2025-05-16 10:11:41,purchase,ORD660063,716.79,SaaS Subscription,New
CNV0003358,USR0016987,2025-05-25 04:38:36,purchase,ORD707996,1885.84,Electronics,New
CNV0003359,USR0004826,2025-10-01 14:29:00,purchase,ORD256894,183.43,SaaS Subscription,New
CNV0003360,USR0017132,2025-07-29 18:44:28,signup,ORD912442,200.74,Home Goods,New
CNV0003361,USR0004984,2025-03-16 11:07:36,demo_request,ORD181011,966.39,SaaS Subscription,New
CNV0003362,USR0008434,2025-10-01 23:13:38,signup,ORD586669,831.23,SaaS Subscription,New
CNV0003363,USR0008798,2025-05-02 20:21:02,subscription,ORD407032,223.45,Education,New
CNV0003364,USR0000038,2025-08-15 09:05:29,purchase,ORD197594,997.34,SaaS Subscription,New
CNV0003365,USR0012425,2025-08-27 20:38:42,lead,ORD694402,616.59,Home Goods,Returning
CNV0003366,USR0013697,2025-09-08 04:30:37,lead,ORD994984,109.71,SaaS Subscription,Returning
CNV0003367,USR0016776,2025-12-10 06:08:43,purchase,ORD747642,339.34,Fashion,New
CNV0003368,USR0016358,2025-10-29 23:50:37,signup,ORD623852,562.86,Education,Returning
CNV0003369,USR0003511,2025-10-28 15:02:49,signup,ORD681097,700.22,Home Goods,Returning
CNV0003370,USR0001998,2025-01-20 18:47:34,lead,ORD775330,353.99,Home Goods,New
CNV0003371,USR0001448,2025-05-09 12:56:32,purchase,ORD679404,275.01,Fashion,New
CNV0003372,USR0015788,2025-03-19 16:39:28,purchase,ORD825051,243.61,Fashion,New
CNV0003373,USR0005351,2025-05-26 07:46:01,subscription,ORD504964,545.05,SaaS Subscription,New
CNV0003374,USR0007957,2025-04-02 00:21:43,signup,ORD670034,253.12,SaaS Subscription,New
CNV0003375,USR0009553,2025-03-21 11:14:00,purchase,ORD434799,1319.19,Electronics,New
CNV0003376,USR0007127,2025-06-10 03:22:28,purchase,ORD237272,910.95,Electronics,Returning
CNV0003377,USR0012388,2025-05-15 10:02:54,purchase,ORD445372,355.42,SaaS Subscription,New
CNV0003378,USR0012446,2025-07-28 15:25:19,purchase,ORD715690,142.44,SaaS Subscription,Returning
CNV0003379,USR0013030,2025-01-17 18:06:13,purchase,ORD245836,452.88,SaaS Subscription,Returning
CNV0003380,USR0013570,2025-07-13 23:01:27,purchase,ORD800434,629.48,Home Goods,Returning
CNV0003381,USR0012047,2025-06-18 11:14:12,lead,ORD379594,102.98,Education,Returning
CNV0003382,USR0006226,2025-08-19 04:33:34,purchase,ORD174290,1264.7,Education,New
CNV0003383,USR0002070,2025-09-07 07:03:10,subscription,ORD763777,548.19,SaaS Subscription,New
CNV0003384,USR0005743,2025-07-31 18:14:50,signup,ORD690424,701.02,SaaS Subscription,New
CNV0003385,USR0007254,2025-08-25 16:20:43,purchase,ORD668666,855.21,SaaS Subscription,Returning
CNV0003386,USR0007449,2025-04-21 00:17:09,demo_request,ORD842679,101.39,Fashion,Returning
CNV0003387,USR0001132,2025-11-30 11:38:32,purchase,ORD597493,300.09,SaaS Subscription,Returning
CNV0003388,USR0010003,2025-09-24 04:44:29,lead,ORD903340,281.09,Education,New
CNV0003389,USR0003384,2025-04-19 01:57:47,subscription,ORD604422,186.83,Fashion,New
CNV0003390,USR0009939,2025-06-24 00:58:36,purchase,ORD928885,413.94,Home Goods,New
CNV0003391,USR0002097,2025-10-19 14:39:06,purchase,ORD276297,78.58,Fashion,New
CNV0003392,USR0008414,2025-03-17 02:02:31,signup,ORD502272,679.0,Home Goods,New
CNV0003393,USR0013879,2025-09-22 06:49:55,purchase,ORD665539,328.8,Fashion,Returning
CNV0003394,USR0000800,2025-01-11 17:22:44,subscription,ORD418934,133.43,SaaS Subscription,New
CNV0003395,USR0011041,2025-11-18 07:19:59,purchase,ORD260997,170.44,Fashion,New
CNV0003396,USR0017393,2025-02-21 21:38:32,purchase,ORD560406,1427.07,Electronics,New
CNV0003397,USR0003974,2025-11-17 12:51:58,purchase,ORD608585,545.49,SaaS Subscription,Returning
CNV0003398,USR0015952,2025-12-31 00:00:00,purchase,ORD602041,566.19,SaaS Subscription,Returning
CNV0003399,USR0010308,2025-08-28 05:55:40,demo_request,ORD810460,1309.16,Education,Returning
CNV0003400,USR0013084,2025-06-14 14:39:36,lead,ORD776912,216.52,Electronics,New
CNV0003401,USR0002390,2025-04-16 20:02:20,lead,ORD245255,722.9,Home Goods,New
CNV0003402,USR0009778,2025-12-05 10:30:30,subscription,ORD857113,339.93,Fashion,Returning
CNV0003403,USR0016120,2025-01-26 10:50:10,subscription,ORD305384,1938.07,Electronics,New
CNV0003404,USR0000944,2025-09-25 01:58:17,lead,ORD495608,165.23,Home Goods,New
CNV0003405,USR0008621,2025-04-25 14:16:52,purchase,ORD778664,927.82,Electronics,New
CNV0003406,USR0012873,2025-12-08 13:45:06,purchase,ORD483424,598.81,SaaS Subscription,New
CNV0003407,USR0001212,2025-08-22 21:04:49,signup,ORD650095,170.49,Home Goods,New
CNV0003408,USR0011844,2025-10-18 16:10:35,purchase,ORD106721,1519.87,Education,New
CNV0003409,USR0002209,2025-11-28 13:40:55,signup,ORD935273,494.15,SaaS Subscription,New
CNV0003410,USR0007498,2025-02-25 14:40:19,purchase,ORD562124,261.7,Education,New
CNV0003411,USR0006099,2025-08-24 13:18:58,demo_request,ORD487098,300.73,Fashion,Returning
CNV0003412,USR0017590,2025-05-01 18:45:29,subscription,ORD729999,1601.5,Electronics,Returning
CNV0003413,USR0008920,2025-02-04 03:55:04,purchase,ORD813437,351.6,Fashion,Returning
CNV0003414,USR0008149,2025-05-31 00:23:54,purchase,ORD880502,200.26,Fashion,New
CNV0003415,USR0005669,2025-04-12 20:21:45,subscription,ORD952776,901.01,Electronics,New
CNV0003416,USR0009539,2025-04-15 20:16:12,lead,ORD202028,966.04,SaaS Subscription,New
CNV0003417,USR0017932,2025-08-25 21:59:18,demo_request,ORD161879,148.14,Home Goods,Returning
CNV0003418,USR0004845,2025-12-18 13:21:16,purchase,ORD769573,1640.94,Education,New
CNV0003419,USR0010597,2025-04-25 16:31:03,subscription,ORD900506,326.63,Home Goods,New
CNV0003420,USR0012458,2025-07-19 23:26:13,purchase,ORD622164,232.59,SaaS Subscription,New
CNV0003421,USR0005512,2025-11-15 18:15:33,purchase,ORD522913,723.34,Home Goods,New
CNV0003422,USR0013934,2025-07-24 04:29:59,demo_request,ORD345055,658.86,Home Goods,Returning
CNV0003423,USR0003471,2025-05-30 12:17:42,purchase,ORD751215,24.36,Fashion,New
CNV0003424,USR0016516,2025-12-12 15:08:21,subscription,ORD516269,211.45,Fashion,New
CNV0003425,USR0003784,2025-09-08 23:00:44,subscription,ORD275632,195.38,SaaS Subscription,Returning
CNV0003426,USR0008139,2025-12-31 02:18:32,purchase,ORD332091,1759.25,Education,New
CNV0003427,USR0003299,2025-02-07 12:38:26,purchase,ORD238885,1085.97,Electronics,New
CNV0003428,USR0008942,2025-01-08 22:00:47,demo_request,ORD296241,63.09,Home Goods,New
CNV0003429,USR0009771,2025-11-20 18:37:12,lead,ORD894906,520.58,SaaS Subscription,New
CNV0003430,USR0011849,2025-01-07 22:11:00,signup,ORD571963,465.22,Fashion,New
CNV0003431,USR0017358,2025-03-20 18:34:00,purchase,ORD369733,127.5,Fashion,New
CNV0003432,USR0008763,2025-07-02 07:05:07,demo_request,ORD221548,503.87,Electronics,Returning
CNV0003433,USR0016204,2025-02-05 01:40:44,purchase,ORD499922,796.97,SaaS Subscription,New
CNV0003434,USR0001513,2025-08-27 07:52:03,purchase,ORD238226,341.28,Fashion,New
CNV0003435,USR0012791,2025-01-24 02:51:48,lead,ORD150272,224.38,Fashion,New
CNV0003436,USR0014168,2025-05-05 12:31:20,lead,ORD281983,451.93,Home Goods,New
CNV0003437,USR0015613,2025-05-05 23:59:27,purchase,ORD830462,76.28,SaaS Subscription,New
CNV0003438,USR0011150,2025-10-29 14:11:19,purchase,ORD634604,1704.7,Education,Returning
CNV0003439,USR0012162,2025-08-19 01:38:16,subscription,ORD337584,210.4,Fashion,New
CNV0003440,USR0003293,2025-04-22 22:59:33,subscription,ORD542285,627.1,Home Goods,Returning
CNV0003441,USR0014243,2025-06-08 19:58:45,purchase,ORD630139,298.17,Education,Returning
CNV0003442,USR0017888,2025-03-14 22:51:56,subscription,ORD935073,681.76,Home Goods,New
CNV0003443,USR0013880,2025-10-31 22:31:53,lead,ORD353888,105.46,Electronics,New
CNV0003444,USR0001528,2025-10-02 18:14:56,demo_request,ORD837890,727.7,SaaS Subscription,New
CNV0003445,USR0016716,2025-12-01 03:45:43,lead,ORD304803,406.56,Home Goods,New
CNV0003446,USR0003352,2025-07-10 16:36:58,purchase,ORD843136,236.89,Education,New
CNV0003447,USR0012168,2025-07-20 14:52:48,lead,ORD138099,140.53,Fashion,New
CNV0003448,USR0008386,2025-08-24 12:26:04,purchase,ORD330904,654.31,Education,New
CNV0003449,USR0013948,2025-09-03 18:19:57,signup,ORD995100,586.71,SaaS Subscription,New
CNV0003450,USR0017433,2025-05-22 17:13:03,signup,ORD983970,866.54,SaaS Subscription,New
CNV0003451,USR0006955,2025-06-10 05:59:02,signup,ORD656101,1711.07,Electronics,New
CNV0003452,USR0015787,2025-01-05 05:43:28,demo_request,ORD806417,635.44,SaaS Subscription,New
CNV0003453,USR0016229,2025-08-06 03:41:38,subscription,ORD897167,376.31,Education,New
CNV0003454,USR0000094,2025-01-25 22:56:39,subscription,ORD507070,1982.59,Electronics,New
CNV0003455,USR0013272,2025-08-18 11:34:15,purchase,ORD556022,287.48,Education,New
CNV0003456,USR0002744,2025-10-29 03:41:03,demo_request,ORD479759,1344.98,Education,New
CNV0003457,USR0013817,2025-02-25 15:29:23,purchase,ORD607495,499.97,Fashion,New
CNV0003458,USR0009993,2025-02-06 00:36:56,purchase,ORD577556,461.91,Fashion,New
CNV0003459,USR0017966,2025-01-16 01:39:27,purchase,ORD721696,795.6,Education,New
CNV0003460,USR0016535,2025-06-18 18:15:22,subscription,ORD444055,132.36,Electronics,Returning
CNV0003461,USR0016401,2025-03-09 00:14:34,purchase,ORD552192,564.16,Home Goods,New
CNV0003462,USR0000879,2025-05-17 18:53:53,signup,ORD724407,271.2,SaaS Subscription,New
CNV0003463,USR0005213,2025-10-14 08:45:55,subscription,ORD159958,409.16,Electronics,New
CNV0003464,USR0008050,2025-11-30 13:37:16,purchase,ORD737386,111.16,Fashion,New
CNV0003465,USR0012367,2025-03-22 03:38:28,signup,ORD112943,181.1,Fashion,New
CNV0003466,USR0011434,2025-11-08 12:49:03,subscription,ORD769070,804.5,Electronics,Returning
CNV0003467,USR0007856,2025-10-20 06:34:11,purchase,ORD693569,186.4,Education,New
CNV0003468,USR0007853,2025-12-08 02:44:08,purchase,ORD169584,326.92,Fashion,New
CNV0003469,USR0009645,2025-02-10 09:22:58,subscription,ORD647582,55.37,SaaS Subscription,New
CNV0003470,USR0016489,2025-05-28 17:33:11,demo_request,ORD960898,1597.94,Education,New
CNV0003471,USR0000259,2025-12-02 20:33:30,demo_request,ORD875599,770.11,Home Goods,New
CNV0003472,USR0012811,2025-10-17 19:59:24,signup,ORD316848,942.2,Education,New
CNV0003473,USR0002041,2025-12-28 13:43:47,purchase,ORD507201,942.93,Electronics,Returning
CNV0003474,USR0011414,2025-11-02 15:52:05,subscription,ORD945689,1998.46,Electronics,New
CNV0003475,USR0005073,2025-07-09 20:45:02,subscription,ORD601095,39.37,Home Goods,New
CNV0003476,USR0010992,2025-06-28 02:07:11,signup,ORD523516,32.7,Fashion,New
CNV0003477,USR0012798,2025-02-14 06:14:23,signup,ORD860249,465.73,Electronics,New
CNV0003478,USR0004712,2025-09-03 03:00:29,subscription,ORD222202,649.29,Home Goods,Returning
CNV0003479,USR0009180,2025-04-22 15:54:03,purchase,ORD302911,1008.33,Education,New
CNV0003480,USR0000337,2025-04-20 21:53:36,subscription,ORD787190,888.64,Electronics,New
CNV0003481,USR0013365,2025-08-08 23:31:12,subscription,ORD114843,471.9,Fashion,New
CNV0003482,USR0001813,2025-01-11 21:36:45,signup,ORD514821,217.91,SaaS Subscription,New
CNV0003483,USR0008264,2025-11-26 00:54:59,signup,ORD713438,211.79,Home Goods,New
CNV0003484,USR0002387,2025-07-31 06:07:14,signup,ORD425429,829.56,SaaS Subscription,New
CNV0003485,USR0009793,2025-08-06 23:45:07,purchase,ORD162098,1464.81,Electronics,New
CNV0003486,USR0017461,2025-11-11 17:14:37,purchase,ORD948529,407.5,Electronics,Returning
CNV0003487,USR0011465,2025-04-22 07:05:02,purchase,ORD121491,474.58,SaaS Subscription,Returning
CNV0003488,USR0006138,2025-03-18 23:25:21,lead,ORD616236,183.18,Fashion,Returning
CNV0003489,USR0005936,2025-05-31 01:39:18,subscription,ORD211944,585.68,Education,New
CNV0003490,USR0001145,2025-05-17 03:44:47,purchase,ORD811499,848.75,SaaS Subscription,New
CNV0003491,USR0002772,2025-12-27 07:40:11,purchase,ORD507279,1493.9,Education,New
CNV0003492,USR0010475,2025-10-02 03:18:54,signup,ORD857723,356.11,Education,New
CNV0003493,USR0007129,2025-03-02 11:37:35,subscription,ORD997361,551.22,SaaS Subscription,New
CNV0003494,USR0013710,2025-12-14 13:43:30,subscription,ORD984501,1916.06,Electronics,New
CNV0003495,USR0002141,2025-03-08 22:10:58,purchase,ORD608436,1819.68,Electronics,Returning
CNV0003496,USR0016591,2025-03-24 15:59:27,lead,ORD719696,468.81,Fashion,New
CNV0003497,USR0005658,2025-10-08 07:25:48,purchase,ORD837943,666.23,Home Goods,Returning
CNV0003498,USR0002850,2025-02-22 17:52:02,purchase,ORD579344,156.83,Fashion,New
CNV0003499,USR0016974,2025-04-20 09:30:09,signup,ORD177296,929.55,SaaS Subscription,Returning
CNV0003500,USR0001359,2025-10-14 04:59:53,purchase,ORD453566,535.57,Home Goods,New
CNV0003501,USR0009211,2025-07-02 04:49:21,purchase,ORD532346,614.27,SaaS Subscription,Returning
CNV0003502,USR0007899,2025-04-24 08:32:01,demo_request,ORD295553,55.03,Electronics,New
CNV0003503,USR0017452,2025-08-11 16:35:14,lead,ORD268226,1388.41,Education,New
CNV0003504,USR0016252,2025-12-29 10:49:00,lead,ORD608323,871.73,SaaS Subscription,Returning
CNV0003505,USR0005270,2025-07-09 01:55:20,signup,ORD360912,427.24,Home Goods,New
CNV0003506,USR0002760,2025-08-07 02:16:45,subscription,ORD545107,454.26,Fashion,Returning
CNV0003507,USR0015378,2025-07-23 16:28:11,signup,ORD932966,396.1,Electronics,Returning
CNV0003508,USR0015201,2025-01-17 14:17:40,purchase,ORD907194,784.05,Home Goods,Returning
CNV0003509,USR0004979,2025-05-12 09:02:34,purchase,ORD718007,543.56,SaaS Subscription,Returning
CNV0003510,USR0015031,2025-05-30 14:04:54,subscription,ORD506794,602.95,Home Goods,New
CNV0003511,USR0010101,2025-12-31 17:26:18,subscription,ORD178432,143.32,Home Goods,New
CNV0003512,USR0000201,2025-06-14 13:00:07,signup,ORD611821,202.2,Education,New
CNV0003513,USR0013838,2025-10-26 00:34:24,purchase,ORD609870,1872.49,Education,New
CNV0003514,USR0002865,2025-09-13 23:59:18,lead,ORD177068,1627.26,Electronics,New
CNV0003515,USR0006406,2025-02-25 13:12:35,purchase,ORD806714,593.65,Home Goods,New
CNV0003516,USR0011651,2025-10-31 14:09:41,purchase,ORD310933,154.38,Fashion,New
CNV0003517,USR0003161,2025-10-17 09:24:57,purchase,ORD271630,112.06,Electronics,Returning
CNV0003518,USR0013460,2025-12-15 18:47:49,lead,ORD201276,307.3,Electronics,Returning
CNV0003519,USR0000885,2025-09-19 00:20:01,subscription,ORD892970,519.11,Electronics,Returning
CNV0003520,USR0013090,2025-06-18 18:45:10,purchase,ORD323519,315.82,Home Goods,Returning
CNV0003521,USR0014611,2025-09-15 07:45:43,subscription,ORD399623,772.85,Electronics,New
CNV0003522,USR0014125,2025-06-17 14:19:32,purchase,ORD276844,428.49,Home Goods,New
CNV0003523,USR0008362,2025-12-09 16:17:26,purchase,ORD262081,254.23,Fashion,New
CNV0003524,USR0014061,2025-01-06 04:45:51,purchase,ORD848139,1500.85,Education,New
CNV0003525,USR0010549,2025-01-10 14:36:46,signup,ORD985246,311.48,SaaS Subscription,Returning
CNV0003526,USR0001563,2025-11-29 02:20:32,purchase,ORD679124,445.12,Fashion,Returning
CNV0003527,USR0006956,2025-01-28 00:56:57,purchase,ORD115789,202.91,Fashion,New
CNV0003528,USR0012169,2025-06-01 03:35:32,subscription,ORD414825,1724.67,Education,New
CNV0003529,USR0005775,2025-04-20 11:05:11,lead,ORD611831,791.13,SaaS Subscription,New
CNV0003530,USR0010248,2025-11-17 13:02:24,demo_request,ORD910841,477.12,Electronics,Returning
CNV0003531,USR0015825,2025-06-11 00:50:01,signup,ORD532533,107.05,Electronics,New
CNV0003532,USR0012534,2025-11-29 07:51:31,purchase,ORD204012,1058.05,Electronics,Returning
CNV0003533,USR0003218,2025-12-10 04:09:14,signup,ORD173330,799.31,Home Goods,New
CNV0003534,USR0009367,2025-09-24 18:45:57,subscription,ORD468373,457.9,Home Goods,New
CNV0003535,USR0014466,2025-07-15 08:00:12,purchase,ORD203829,489.16,Electronics,Returning
CNV0003536,USR0012803,2025-11-27 10:03:57,lead,ORD494754,167.92,Fashion,New
CNV0003537,USR0009987,2025-07-23 01:07:54,purchase,ORD656245,124.52,Home Goods,Returning
CNV0003538,USR0005437,2025-08-10 08:11:04,subscription,ORD773129,856.47,Electronics,Returning
CNV0003539,USR0006046,2025-01-29 18:22:01,purchase,ORD938008,620.43,Home Goods,New
CNV0003540,USR0010612,2025-12-26 09:41:57,subscription,ORD468966,1754.05,Electronics,Returning
CNV0003541,USR0001951,2025-09-08 10:56:12,purchase,ORD854936,804.79,SaaS Subscription,New
CNV0003542,USR0007170,2025-01-14 10:47:58,lead,ORD449842,788.74,SaaS Subscription,Returning
CNV0003543,USR0004818,2025-03-21 15:24:10,signup,ORD788211,1902.35,Electronics,Returning
CNV0003544,USR0014343,2025-03-30 19:20:11,purchase,ORD190960,665.58,SaaS Subscription,New
CNV0003545,USR0006312,2025-08-05 21:27:05,purchase,ORD823480,1184.04,Education,New
CNV0003546,USR0006701,2025-08-05 00:13:34,purchase,ORD423843,656.4,Home Goods,New
CNV0003547,USR0013086,2025-07-15 00:31:11,demo_request,ORD331853,1305.72,Electronics,New
CNV0003548,USR0006303,2025-08-09 12:26:37,purchase,ORD700336,465.85,Fashion,New
CNV0003549,USR0007264,2025-12-04 08:48:45,subscription,ORD249653,609.33,Electronics,Returning
CNV0003550,USR0017076,2025-03-20 11:47:50,subscription,ORD783278,458.5,Fashion,Returning
CNV0003551,USR0015382,2025-03-10 01:18:04,subscription,ORD664397,144.37,SaaS Subscription,New
CNV0003552,USR0005854,2025-12-02 05:00:08,purchase,ORD147214,898.03,Electronics,New
CNV0003553,USR0009015,2025-07-01 00:01:00,purchase,ORD429094,383.98,SaaS Subscription,New
CNV0003554,USR0006017,2025-12-27 01:21:49,purchase,ORD358579,168.81,SaaS Subscription,New
CNV0003555,USR0016962,2025-10-20 14:10:22,purchase,ORD251613,405.88,Education,Returning
CNV0003556,USR0017847,2025-09-10 09:49:46,demo_request,ORD790018,1572.63,Electronics,New
CNV0003557,USR0009351,2025-07-14 05:58:11,purchase,ORD266265,491.49,Fashion,New
CNV0003558,USR0006580,2025-04-20 19:49:12,signup,ORD949739,574.88,SaaS Subscription,Returning
CNV0003559,USR0006977,2025-03-09 07:06:00,purchase,ORD996572,1511.71,Electronics,New
CNV0003560,USR0004938,2025-04-24 02:37:44,signup,ORD204122,1393.47,Education,New
CNV0003561,USR0005568,2025-10-28 10:39:14,purchase,ORD265074,816.9,SaaS Subscription,Returning
CNV0003562,USR0008389,2025-05-07 18:12:14,purchase,ORD470490,35.13,Fashion,New
CNV0003563,USR0009679,2025-07-03 05:04:48,lead,ORD120737,45.99,Home Goods,New
CNV0003564,USR0007901,2025-11-21 04:58:02,purchase,ORD870592,693.31,Home Goods,Returning
CNV0003565,USR0014181,2025-09-22 01:34:45,purchase,ORD235052,483.27,Fashion,Returning
CNV0003566,USR0011380,2025-09-17 17:37:54,subscription,ORD407014,128.99,Home Goods,Returning
CNV0003567,USR0006295,2025-01-24 20:03:41,purchase,ORD554073,1154.95,Education,Returning
CNV0003568,USR0000390,2025-08-09 15:37:20,purchase,ORD991258,739.99,SaaS Subscription,New
CNV0003569,USR0005224,2025-06-25 05:22:56,lead,ORD932293,67.44,Fashion,New
CNV0003570,USR0002377,2025-10-10 22:59:24,purchase,ORD735803,319.81,Electronics,New
CNV0003571,USR0000556,2025-11-21 12:56:22,signup,ORD228866,369.87,Home Goods,New
CNV0003572,USR0015976,2025-09-06 18:01:26,signup,ORD335433,1693.42,Education,New
CNV0003573,USR0009568,2025-07-18 09:52:54,purchase,ORD269409,874.27,SaaS Subscription,New
CNV0003574,USR0016467,2025-07-20 19:48:53,subscription,ORD878846,485.13,Education,Returning
CNV0003575,USR0010145,2025-01-21 11:16:50,purchase,ORD565041,130.01,Fashion,New
CNV0003576,USR0014907,2025-09-02 15:01:02,purchase,ORD174832,333.61,Fashion,New
CNV0003577,USR0007397,2025-02-20 15:14:11,demo_request,ORD993124,541.86,Electronics,New
CNV0003578,USR0001955,2025-11-18 13:32:35,purchase,ORD466616,170.08,SaaS Subscription,New
CNV0003579,USR0000611,2025-02-10 07:17:11,signup,ORD595615,229.93,Fashion,New
CNV0003580,USR0015218,2025-03-17 18:18:05,subscription,ORD289820,509.27,SaaS Subscription,New
CNV0003581,USR0012550,2025-09-03 02:25:20,subscription,ORD900873,1839.94,Electronics,New
CNV0003582,USR0003945,2025-05-03 21:02:10,purchase,ORD114751,1454.59,Education,Returning
CNV0003583,USR0001587,2025-07-02 11:02:35,signup,ORD741670,520.02,SaaS Subscription,New
CNV0003584,USR0014252,2025-04-20 18:26:33,demo_request,ORD898968,76.91,Education,New
CNV0003585,USR0010030,2025-02-13 18:34:42,lead,ORD995141,55.78,Education,Returning
CNV0003586,USR0009520,2025-08-24 05:21:17,subscription,ORD202185,560.91,SaaS Subscription,New
CNV0003587,USR0010430,2025-07-11 03:05:19,purchase,ORD626375,498.81,Electronics,New
CNV0003588,USR0015124,2025-09-26 11:32:59,signup,ORD805148,431.61,Home Goods,New
CNV0003589,USR0008861,2025-06-08 02:24:33,purchase,ORD485495,782.71,SaaS Subscription,Returning
CNV0003590,USR0002466,2025-04-11 23:58:08,lead,ORD755238,353.35,Electronics,Returning
CNV0003591,USR0011493,2025-05-31 13:51:42,subscription,ORD510014,384.61,Fashion,New
CNV0003592,USR0003666,2025-12-01 14:24:55,signup,ORD408820,433.23,SaaS Subscription,New
CNV0003593,USR0017507,2025-07-02 17:33:00,purchase,ORD895540,736.54,Home Goods,New
CNV0003594,USR0001473,2025-05-06 16:09:21,purchase,ORD543623,270.5,Home Goods,New
CNV0003595,USR0004231,2025-03-01 02:29:27,subscription,ORD519316,1598.0,Education,New
CNV0003596,USR0008953,2025-05-07 01:22:55,signup,ORD654904,103.73,Fashion,Returning
CNV0003597,USR0002215,2025-09-07 00:10:58,subscription,ORD609796,632.59,SaaS Subscription,New
CNV0003598,USR0017510,2025-12-02 20:13:19,purchase,ORD667740,615.63,Electronics,Returning
CNV0003599,USR0003695,2025-09-14 01:38:14,demo_request,ORD379491,353.64,Home Goods,New
CNV0003600,USR0014719,2025-07-30 19:16:53,subscription,ORD965708,1112.99,Education,Returning
CNV0003601,USR0014106,2025-08-22 02:17:17,purchase,ORD139389,631.07,Home Goods,New
CNV0003602,USR0002127,2025-01-30 12:14:30,subscription,ORD266011,508.28,Electronics,Returning
CNV0003603,USR0000818,2025-12-26 16:08:58,subscription,ORD926901,1387.39,Electronics,New
CNV0003604,USR0000229,2025-03-10 16:16:23,purchase,ORD619032,399.71,Fashion,New
CNV0003605,USR0002793,2025-06-19 16:30:37,subscription,ORD854844,1907.18,Electronics,Returning
CNV0003606,USR0013227,2025-02-01 19:09:52,purchase,ORD165942,1301.08,Electronics,New
CNV0003607,USR0013323,2025-12-27 22:27:35,purchase,ORD152138,283.19,Electronics,New
CNV0003608,USR0008057,2025-02-10 00:12:04,purchase,ORD123272,488.46,Fashion,New
CNV0003609,USR0009363,2025-08-24 23:33:11,signup,ORD888903,951.12,SaaS Subscription,New
CNV0003610,USR0000004,2025-01-07 20:06:08,subscription,ORD260233,843.83,Education,New
CNV0003611,USR0017766,2025-06-12 19:16:57,subscription,ORD535794,541.24,Education,New
CNV0003612,USR0001991,2025-01-29 19:14:57,signup,ORD898964,528.26,Home Goods,New
CNV0003613,USR0000894,2025-02-06 03:38:19,purchase,ORD687034,263.54,Fashion,Returning
CNV0003614,USR0002889,2025-01-13 02:36:19,signup,ORD552586,1740.62,Electronics,New
CNV0003615,USR0011628,2025-04-26 11:09:08,lead,ORD100787,1732.84,Education,New
CNV0003616,USR0003702,2025-04-17 00:10:15,demo_request,ORD751800,1904.46,Electronics,Returning
CNV0003617,USR0002445,2025-09-28 23:21:18,subscription,ORD666105,771.1,Home Goods,New
CNV0003618,USR0014991,2025-09-28 06:59:38,signup,ORD159291,1261.25,Electronics,New
